Delight,v. t.,"To give delight to; to affect with great pleasure; to please highly; as, a beautiful landscape delights the eye; harmony delights the ear."
Delinquent,n.,Failing in duty; offending by neglect of duty.
Delitescence,n.,The sudden disappearance of inflammation.
Delivery,n.,The act of giving birth; parturition; the expulsion or extraction of a fetus and its membranes.
Deltohedron,n.,"A solid bounded by twelve quadrilateral faces. It is a hemihedral form of the isometric system, allied to the tetrahedron."
Demagogical,a.,"Relating to, or like, a demagogue; factious."
Deme,n.,An undifferentiated aggregate of cells or plastids.
Demerse,v. t.,To immerse.
Demiquaver,n.,A note of half the length of the quaver; a semiquaver.
Demitone,n.,Semitone.
Demolishing,p. pr. & vb. n.,of Demolish
Demonolatry,n.,The worship of demons.
Demonstratively,adv.,In a manner fitted to demonstrate; clearly; convincingly; forcibly.
Demure,v. i.,To look demurely.
Denaturalize,v. t.,To renounce the natural rights and duties of; to deprive of citizenship; to denationalize.
Denim,n.,"A coarse cotton drilling used for overalls, etc."
Denominative,n.,A denominative name or term; denominative verb.
Dent,n.,A stroke; a blow.
Dentiferous,a.,Bearing teeth; dentigerous.
Dentoid,a.,Shaped like a tooth; tooth-shaped.
Deodorizer,n.,"He who, or that which, deodorizes; esp., an agent that destroys offensive odors."
Depart,v. i.,To quit this world; to die.
Depeculation,n.,A robbing or embezzlement.
Depender,n.,One who depends; a dependent.
Depilation,n.,Act of pulling out or removing the hair; unhairing.
Deplorement,n.,Deploration.
Depopulacy,n.,Depopulation; destruction of population.
Deposit,n.,To lay aside; to rid one's self of.
Depraved,imp. & p. p.,of Deprave
Depredated,imp. & p. p.,of Depredate
Depression,n.,"Humiliation; abasement, as of pride."
Depthen,v. t.,To deepen.
Deputy,n.,"One appointed as the substitute of another, and empowered to act for him, in his name or his behalf; a substitute in office; a lieutenant; a representative; a delegate; a vicegerent; as, the deputy of a prince, of a sheriff, of a township, etc."
Dereine,v. t.,Alt. of Dereyne
Derivation,n.,The state or method of being derived; the relation of origin when established or asserted.
Dermatine,a.,Of or pertaining to the skin.
Dern,a.,Solitary; sad.
Descant,v. i.,"Originally, a double song; a melody or counterpoint sung above the plain song of the tenor; a variation of an air; a variation by ornament of the main subject or plain song."
Descensory,n.,A vessel used in alchemy to extract oils.
Desecrated,imp. & p. p.,of Desecrate
Deservedness,n.,Meritoriousness.
Desightment,n.,The act of making unsightly; disfigurement.
Designful,a.,Full of design; scheming.
Desirous,n.,Feeling desire; eagerly wishing; solicitous; eager to obtain; covetous.
Desolated,imp. & p. p.,of Desolate
Desperadoes,pl. ,of Desperado
Despiteous,a.,Feeling or showing despite; malicious; angry to excess; cruel; contemptuous.
Despotism,n.,A government which is directed by a despot; a despotic monarchy; absolutism; autocracy.
Destiny,n.,"The fixed order of things; invincible necessity; fate; a resistless power or agency conceived of as determining the future, whether in general or of an individual."
Destructiveness,n.,The quality of destroying or ruining.
Detail,n.,A narrative which relates minute points; an account which dwells on particulars.
Detention,n.,The act of detaining or keeping back; a withholding.
Determinately,adv.,In a determinate manner; definitely; ascertainably.
Determiner,n.,"One who, or that which, determines or decides."
Detonated,imp. & p. p.,of Detonate
Detractress,n.,A female detractor.
Deuce,n.,"A condition of the score beginning whenever each side has won three strokes in the same game (also reckoned ""40 all""), and reverted to as often as a tie is made until one of the sides secures two successive strokes following a tie or deuce, which decides the game."
Devastating,p. pr. & vb. n.,of Devastate
Devest,v. t.,To divest; to undress.
Deviled,imp. & p. p.,of Devil
Devirginate,v. t.,To deprive of virginity; to deflour.
Devolution,n.,The act of rolling down.
Devotionality,n.,The practice of a devotionalist.
Dew,v. t.,To wet with dew or as with dew; to bedew; to moisten; as with dew.
Dextral,a.,"Right, as opposed to sinistral, or left."
Dhow,n.,"A coasting vessel of Arabia, East Africa, and the Indian Ocean. It has generally but one mast and a lateen sail."
Diacritic,a.,Alt. of Diacritical
Diagonal,a.,Joining two not adjacent angles of a quadrilateral or multilateral figure; running across from corner to corner; crossing at an angle with one of the sides.
Dialectically,adv.,In a dialectical manner.
Dialytic,a.,Having the quality of unloosing or separating.
Diamond,n.,"One of a suit of playing cards, stamped with the figure of a diamond."
Diaper,n.,"A towel or napkin for wiping the hands, etc."
Diaphysis,n.,"The shaft, or main part, of a bone, which is first ossified."
Diastyle,n.,See under Intercolumniation.
Dibasicity,n.,The property or condition of being dibasic.
Dichastic,a.,Capable of subdividing spontaneously.
Dicing,n.,Gambling with dice.
Dictator,n.,One who dictates; one who prescribes rules and maxims authoritatively for the direction of others.
Didacticism,n.,The didactic method or system.
Didymous,a.,Growing in pairs or twins.
Diesinking,n.,The process of engraving dies.
Dietist,n.,Alt. of Dietitian
Differentiate,v. t.,"To distinguish or mark by a specific difference; to effect a difference in, as regards classification; to develop differential characteristics in; to specialize; to desynonymize."
Diffine,v. t.,To define.
Diffusive,a.,Having the quality of diffusing; capable of spreading every way by flowing; spreading widely; widely reaching; copious; diffuse.
Digest,v. t.,To think over and arrange methodically in the mind; to reduce to a plan or method; to receive in the mind and consider carefully; to get an understanding of; to comprehend.
Digging,n.,Region; locality.
Dignation,n.,The act of thinking worthy; honor.
Digressive,a.,Departing from the main subject; partaking of the nature of digression.
Dilacerating,p. pr. & vb. n.,of Dilacerate
Dilater,n.,"One who, or that which, dilates, expands, o r enlarges."
Diligently,adv.,In a diligent manner; not carelessly; not negligently; with industry or assiduity.
Diluvia,pl. ,of Diluvium
Dimidiate,a.,"Having the organs of one side, or half, different in function from the corresponding organs on the other side; as, dimidiate hermaphroditism."
Diminutive,n.,"A derivative from a noun, denoting a small or a young object of the same kind with that denoted by the primitive; as, gosling, eaglet, lambkin."
Dimyary,a. & n.,Same as Dimyarian.
Dingy,n.,Alt. of Dinghy
Dinting,p. pr. & vb. n.,of Dint
Dioptric,n.,A dioptre. See Dioptre.
Dip,v. i.,To dip snuff.
Diplocardiac,a.,"Having the heart completely divided or double, one side systemic, the other pulmonary."
Dipneumona,n. pl.,A group of spiders having only two lunglike organs.
Dipterous,a.,"Having two wings, as certain insects; belonging to the order Diptera."
Direction,n.,"That which is imposed by directing; a guiding or authoritative instruction; prescription; order; command; as, he grave directions to the servants."
Directrix,n.,A directress.
Dirtiness,n.,The state of being dirty; filthiness; foulness; nastiness; baseness; sordidness.
Disaccustom,v. t.,To destroy the force of habit in; to wean from a custom.
Disafforested,imp. & p. p.,of Disafforest
Disanimate,v. t.,To deprive of spirit; to dishearten.
Disapproved,imp. & p. p.,of Disapprove
Disassiduity,n.,Want of assiduity or care.
Disband,v. t.,To divorce.
Disbursement,n.,The act of disbursing or paying out.
Discerned,imp. & p. p.,of Discern
Discharge,v. t.,"To let fly, as a missile; to shoot."
Disciple,v. t.,To make disciples of; to convert to doctrines or principles.
Disclaim,v. t.,"To relinquish or deny having a claim; to disavow another's claim; to decline accepting, as an estate, interest, or office."
Discoid,a.,"Having the form of a disk, as those univalve shells which have the whorls in one plane, so as to form a disk, as the pearly nautilus."
Discommender,n.,One who discommends; a dispraiser.
Disconformable,a.,Not conformable.
Discontinuance,n.,"That technical interruption of the proceedings in pleading in an action, which follows where a defendant does not answer the whole of the plaintiff's declaration, and the plaintiff omits to take judgment for the part unanswered."
Discounting,p. pr. & vb. n.,of Discount
Discourse,n.,Dealing; transaction.
Discoverer,n.,A scout; an explorer.
Discrete,a.,Separate; not coalescent; -- said of things usually coalescent.
Discriminative,a.,Observing distinctions; making differences; discriminating.
Discus,n.,A disk. See Disk.
Disdeign,v. t.,To disdain.
Disembellish,v. t.,To deprive of embellishment; to disadorn.
Disenchanter,n.,"One who, or that which, disenchants."
Disentangle,v. t.,"To free from entanglement; to release from a condition of being intricately and confusedly involved or interlaced; to reduce to orderly arrangement; to straighten out; as, to disentangle a skein of yarn."
Disfavor,n.,"The state of not being in favor; a being under the displeasure of some one; state of unacceptableness; as, to be in disfavor at court."
Disfurnish,v. t.,"To deprive of that with which anything is furnished (furniture, equipments, etc.); to strip; to render destitute; to divest."
Disgrace,n.,To put out favor; to dismiss with dishonor.
Disgustful,a.,Provoking disgust; offensive to the taste; exciting aversion; disgusting.
Disheir,v. t.,To disinherit.
Dishonor,n.,The nonpayment or nonacceptance of commercial paper by the party on whom it is drawn.
Disincline,v. t.,To incline away the affections of; to excite a slight aversion in; to indispose; to make unwilling; to alienate.
Disintegration,n.,The process by which anything is disintegrated; the condition of anything which is disintegrated.
Disjoin,v. t.,To part; to disunite; to separate; to sunder.
Disk,n.,"In owls, the space around the eyes."
Dislodge,v. i.,To go from a place of rest.
Dismay,v. t.,Loss of courage and firmness through fear; overwhelming and disabling terror; a sinking of the spirits; consternation.
Dismount,v. t.,"To throw or remove from the carriage, or from that on which a thing is mounted; to break the carriage or wheels of, and render useless; to deprive of equipments or mountings; -- said esp. of artillery."
Disord,n.,Disorder.
Disowning,p. pr. & vb. n.,of Disown
Disparting,p. pr. & vb. n.,of Dispart
Dispelled,imp. & p. p.,of Dispel
Dispense,n.,Expense; profusion; outlay.
Displace,v. t.,"To change the place of; to remove from the usual or proper place; to put out of place; to place in another situation; as, the books in the library are all displaced."
Disple,v. t.,To discipline; to correct.
Dispone,v. t.,To dispose of.
Disposement,n.,Disposal.
Dispraisingly,adv.,By way of dispraise.
Disprove,v. t.,To disallow; to disapprove of.
Disputer,n.,"One who disputes, or who is given to disputes; a controvertist."
Disrate,v. t.,To reduce to a lower rating or rank; to degrade.
